conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1210607090663690241,Sat Dec 28 07:27:55 +0000 2019,0,@EileenKris18 2020 will be amazing in everything more than 2019 did.. lebih stabil dalam kesehatan fisik kesehatan mental kerjaan.. lebih banyak berkat dan memberkati lebih banyak.. ,1210824684960223233,,KrEileen18,in,Pinggir jalan ibukota,0,0,0,https://x.com/cocornflakes/status/1210824684960223233,1182549681152217088,cocornflakes
1210817183405592577,Sat Dec 28 06:58:07 +0000 2019,0,Kenang Keith Flint The Prodigy Berbagi Tentang Kesehatan Mental https://t.co/rTn977BIaa,1210817183405592577,,,in,"Yogyakarta, Indonesia",0,0,0,https://x.com/dephy3/status/1210817183405592577,214852677,dephy3
1210425071241547776,Sat Dec 28 06:40:36 +0000 2019,0,@ryuhasan Terus secara psikis ngefek e piye dok? Kesehatan mental sing dipengaruhi film porno gawe manusia sing sek cilik karo tuwek2 bedo2 nggk sih dok? Opo iyo kesehatan mental iku ngkuk ngaruh sisan karo kesehatan fisiologis? Para org tua pasti nduwe kekhawatiran karo anake ttg iki,1210812775284371456,,ryuhasan,in,Indonesia,0,0,0,https://x.com/hilbhaskara/status/1210812775284371456,292392899,hilbhaskara
1210808951635210243,Sat Dec 28 06:25:24 +0000 2019,8,Kesehatan usus misalnya berperan besar dalam menjaga kesehatan mental kita. Simak penjelasan selengkapnya dalam artikel berikut. https://t.co/ibugIT3ubD #UnderstandingHuman #psikologi #kesehatan #health #usus #food #emotion #kesehatanmental #mentalhealth,1210808953749168130,,pijarpsikologi,in,Indonesia,0,0,2,https://x.com/pijarpsikologi/status/1210808953749168130,2981870077,pijarpsikologi
1210806400189812737,Sat Dec 28 06:15:16 +0000 2019,0,Sudah tauuu kepo itu tidak baik untuk kesehatan mental masih aja kepo lagi kepo lagi. Gak ada otak emang.,1210806400189812737,,,in,,0,0,0,https://x.com/disfordy/status/1210806400189812737,103478155,disfordy
1210787009339346944,Sat Dec 28 04:58:13 +0000 2019,0,Bersyukur saya meng-follow orang orang yang tepat orang orang yang kadang me- retweets banyak hal dari lelucon pentingnya kesehatan mental upgrade iman cara mengelola syukur,1210787009339346944,,,in,Indonesia,0,1,0,https://x.com/blackpawpaw_/status/1210787009339346944,290328515,blackpawpaw_
1210786681839685636,Sat Dec 28 04:56:54 +0000 2019,0,:Apa prestasimu tahun ini? :alhamdulillah udah bisa resign kerja dari tempat itu pak *tepuk tangan untuk diri sendiri karna udah sadar betapa berharganya kesehatan mental itu,1210786681839685636,,,in,Semarang - Solo,0,1,0,https://x.com/RheeaRheeo/status/1210786681839685636,533904855,RheeaRheeo
1210771014759485440,Sat Dec 28 04:45:15 +0000 2019,153,2. Seksual Kehidupan suami istri gak mungkin lepas dari aktivitas seksual. Selain upaya untuk meneruskan keturunan tapi juga sebagai sarana meningkatkan kelekatan reduksi stres dan tentunya bermanfaat untuk kesehatan mental... kalau dilakukan secara sehat dan konsensual ,1210783747479494658,,disyarinda,in,+62,4,3,81,https://x.com/disyarinda/status/1210783747479494658,51461606,disyarinda
1210775590648680453,Sat Dec 28 04:12:50 +0000 2019,0,Memasuki tahun baru semua orang pasti punya resolusi positif yang ingin dicapai di tahun 2020. Mungkin kamu memiliki resolusi meningkatkan kesehatan mental dan fisik. #KAMUHARUSTAU #Mental #Fisik #BadanIdeal https://t.co/iXGMCBJChK,1210775590648680453,,,in,Jakarta,0,0,0,https://x.com/indozonemedia/status/1210775590648680453,350668803,indozonemedia
1210775211596869633,Sat Dec 28 04:11:20 +0000 2019,0,ya wajar sih kalo pas terpuruk terus kalian seneng saat ada orang yang seakan membawa harapan. cuman demi kesehatan mental &amp; spiritual mending jangan langsung gas pol ngarepin sesuatu darinya. luka kalian kan baru sembuh. ,1210775213807259648,,typolagi,in,yogyakarta,0,0,0,https://x.com/typolagi/status/1210775213807259648,1169683855730544640,typolagi
1210774517020123138,Sat Dec 28 04:08:34 +0000 2019,1,aku suka bgt liatin tiktoknya kak @ngemtot makasih kak kontennya sgt bermanfaat buat kesehatan mental wkwkwkkwkwkwkwk,1210774517020123138,,,in,,0,0,0,https://x.com/meonk____/status/1210774517020123138,1135909238167834625,meonk____
1210772360124436489,Sat Dec 28 04:00:00 +0000 2019,65,Jika Anda berhenti merokok &amp; memutuskan siklus penarikan diri dari nikotin kesehatan mental Anda akan meningkat. [British Medical Journal] #Psikologi,1210772360124436489,,,in,Metaverse,6,3,33,https://x.com/Atharcrypto/status/1210772360124436489,614166112,Atharcrypto
1210722202129031172,Sat Dec 28 03:48:37 +0000 2019,0,@collegemenfess My papa always support me apapun ukmnya apapun kepanitiaannya pasti selalu support selalu izinin. Dan jawabannya selalu apapun kegiatan yg kamu ikutin selalu ayah izinin asal positif dan km bisa jaga diri terutama kesehatan. Kesehatan fisik&amp;mental. ,1210769495045730305,,collegemenfess,in, company stans DO NOT INTERACT,0,0,0,https://x.com/black__baloons/status/1210769495045730305,1173104928367071232,black__baloons
1210759460630618113,Sat Dec 28 03:38:41 +0000 2019,0,@curiouscaseofbe @ScotchandSoba_ kok aku jadi mempertanyakan kesehatan mental ku,1210766996238815234,,wtrmlnshuga,in,Indonesia,0,0,0,https://x.com/iPals_/status/1210766996238815234,1590186835,iPals_
1210757314916958214,Sat Dec 28 03:00:13 +0000 2019,0,Aktivitas fisik di alam terbuka banyak memberikan manfaat yang positif bagi kesehatan fisik dan mental Si Kecil. Ini deretan manfaat mengajak anak liburan terbuka yang harus bunda ketahui. https://t.co/oV5Dm8idk9 https://t.co/yHxVwY1Zuf,1210757314916958214,https://pbs.twimg.com/media/EM15XILUUAAeizV.jpg,,in,Indonesia,0,0,0,https://x.com/klikdokter_id/status/1210757314916958214,79972522,klikdokter_id
1210738550901067780,Sat Dec 28 02:30:16 +0000 2019,0,@rlthingy apa hubungannya kesehatan mental sama nasib hubungan? sayangi dirimu nder. kalo gakuat ke psikiater aja,1210749778537013250,,rlthingy,in,,0,0,0,https://x.com/cestkirei/status/1210749778537013250,703412767928102913,cestkirei
1210741541892808705,Sat Dec 28 02:02:59 +0000 2019,0,@wangpup__ Pola Tidur emang mempengaruhi kesehatan mental,1210742913237319680,,wangpup__,in,Surabaya-Temanggung Indonesia,0,0,0,https://x.com/Subrbanlove/status/1210742913237319680,707494872966520832,Subrbanlove
1210738550901067780,Sat Dec 28 01:54:19 +0000 2019,0,@rlthingy kesehatan mental lebih penting drpd laki sis,1210740730756386816,,rlthingy,in,,0,1,0,https://x.com/winjters/status/1210740730756386816,581531702,winjters
1210678539596357632,Fri Dec 27 21:47:11 +0000 2019,0,Mari tidur demi kesehatan mental yg terjaga !,1210678539596357632,,,in,,0,0,0,https://x.com/gipari_/status/1210678539596357632,756019681,gipari_
1210571823726727170,Fri Dec 27 14:43:08 +0000 2019,1,Sekarang harus pinter-pinter jaga kesehatan mental karena konsul ke psikolog harus bayar dan udah gak ada psikolog gratisan.,1210571823726727170,,,in,,0,0,0,https://x.com/wahid_xyz/status/1210571823726727170,1121149944,wahid_xyz
1210550019083735040,Fri Dec 27 14:14:42 +0000 2019,0,@AVNCHUNGHAA Anjir halu ini anak ngebatin. Otomatis ngegelengin kepala prihatin tentang kesehatan mental Adena. Awas lidah lu kebakar. Tiup dulu lah itu masih panas. Azzam berhenti menyesap minumannya melihat Adena dan supnya.,1210564667866640384,,sayaadena,in,X,0,1,0,https://x.com/titanisaturn/status/1210564667866640384,1673426761,titanisaturn
1210564520235560960,Fri Dec 27 14:14:07 +0000 2019,2,Sedih banget ngeliatnya :/ Kesehatan mental masih ga dianggap serius.,1210564520235560960,,,in,"Jakarta, Indonesia",0,1,0,https://x.com/rajasa/status/1210564520235560960,2294541,rajasa
1210465479535386624,Fri Dec 27 13:53:56 +0000 2019,0,@jiandsoon Gak mau kenal kwon hoshi tidak baik untuk kesehatan mental wkwkkw,1210559440358801408,,jiandsoon,in,universfactory,0,1,0,https://x.com/universtory_svt/status/1210559440358801408,1186174877117509632,universtory_svt
1210554581903536129,Fri Dec 27 13:34:37 +0000 2019,0,selain kesehatan mental 2020 mau nambah kesehatan finansial juga udah itu aja cukup.,1210554581903536129,,,in,,0,0,1,https://x.com/dengerbentar/status/1210554581903536129,1171385864,dengerbentar
1210552321928617985,Fri Dec 27 13:25:39 +0000 2019,1,Jadi inget cerita joker yang pemerintahnya gak meduliin lagi subsidi untuk klinik kesehatan mental,1210552321928617985,,,in,anywhere i go,0,0,0,https://x.com/fi_nocchio/status/1210552321928617985,98578682,fi_nocchio
1210550200290295808,Fri Dec 27 13:17:16 +0000 2019,0,bultang duls demi kesehatan mental dan fisik,1210550212739006464,,tatakaimashou,in,Indonesia,0,0,0,https://x.com/tatakaimashou/status/1210550212739006464,272323284,tatakaimashou
1210539785762168833,Fri Dec 27 13:02:09 +0000 2019,0,@collegemenfess kesehatan mental,1210546410099109891,,collegemenfess,in,INA,0,0,0,https://x.com/Jumpsmash_/status/1210546410099109891,771388747,Jumpsmash_
1210544189013778434,Fri Dec 27 12:53:20 +0000 2019,0,Pendapatan haechan pasti double dong iya dong kok gue lebih kepikiran sama kesehatan mental dan fisik anak ini,1210544189013778434,,,in,,0,0,0,https://x.com/Trbl_fnxy/status/1210544189013778434,1049187460335296512,Trbl_fnxy
1210543810503045120,Fri Dec 27 12:51:50 +0000 2019,1,Program ini terdiri dari beberapa pilar lho~ Pilar-pilar tersebut merupakan aktivitas fisik kesehatan mental zero tolerance dalam hal perundungan dan kekerasan zero tolerance narkoba literasi kesehatan dan lain sebagainya. #FEBerita #FEBUGM #healthpromotinguniversity,1210543814009475072,,feb_ugm,in,"Yogyakarta, Indonesia",0,1,0,https://x.com/feb_ugm/status/1210543814009475072,2829214908,feb_ugm
1210448182733234177,Fri Dec 27 12:46:59 +0000 2019,1,@ukmekgnac @untitledsky Gangguan bicara pada anak OT terapi2 yg sifatnya behavioral. Oh ya profesi psikologi (psikolog) nggak terbatas pada ranah kesehatan mental tapi juga ada psikolog pendidikan psikolog industri / organisasi dkk.,1210542591500001283,,ukmekgnac,in,Samsara,0,1,0,https://x.com/darkmyrddin/status/1210542591500001283,1156946973963870209,darkmyrddin
1210540084488884224,Fri Dec 27 12:37:01 +0000 2019,0,Halo Kawan! Ada banyak kasus atau kisah bahwa gangguan kesehatan mental sebagian besar berasal dari keluarga. Pada tiap hari jumat kami akan membahas keterkaitan antara Keluarga dengan kesehatan mental serta info info ciamik lainnya! #FighttheTaboo #KawanpenaYAI https://t.co/pT0sbo0MCR,1210540084488884224,https://pbs.twimg.com/media/EMyzxZOUcAA0SVK.jpg,,in,"Jakarta, Indonesia",1,0,0,https://x.com/kawanpena_yai/status/1210540084488884224,1203907019322712064,kawanpena_yai
1210539279325097984,Fri Dec 27 12:33:49 +0000 2019,0,Halo Kawan! Gender dan kesehatan mental juga memiliki keterkaitan lho! Pada tiap hari Kamis kami akan membahas keterkaitan antara Gender dan kesehatan mental serta info info ciamik lainnya! #FighttheTaboo #KawanpenaYAI https://t.co/hIhZtbMf0y,1210539279325097984,https://pbs.twimg.com/media/EMyzCpoUEAA8rUF.jpg,,in,"Jakarta, Indonesia",0,0,0,https://x.com/kawanpena_yai/status/1210539279325097984,1203907019322712064,kawanpena_yai
1210525601594925056,Fri Dec 27 11:39:28 +0000 2019,0,orang² tidak boleh ada menghina saya karena itu termasuk dalam perundungan dan bisa berakibat masalah psikologis. mana kepedulian orang² pada kesehatan mental? apa orang² memang tidak peduli?,1210525601594925056,,,in,,0,1,0,https://x.com/0_drft/status/1210525601594925056,2224617282,0_drft
1210230051016282113,Fri Dec 27 11:35:15 +0000 2019,0,@belajarvibes @daksadiksi Bener juga sih walaupun terkesan gabaik ada baiknya kita jaga diri sendiri apalagi jaga kesehatan mental dari org yg toxic :),1210524540998021121,,ciwrol,in,BDO-SRG,0,0,0,https://x.com/uspykntl/status/1210524540998021121,1171434578805841920,uspykntl
1210523418342412288,Fri Dec 27 11:30:48 +0000 2019,0,Di #NgobrolBarengSeribuTujuan kita akan melakukan interview orang-orang soal kesehatan mental. Bisa jadi ahli kesehatan mental praktisi atau penyintas! Kalian mau kita bahas topik apa nih? #SeribuTujuan #STonYT2020 #STYoutube #KesehatanMental #KesehatanJiwa #psikologi⁠ https://t.co/n0MtqfEShe,1210523418342412288,https://pbs.twimg.com/media/EMykfJSXUAAzVYN.jpg,,in,Indonesia,0,0,0,https://x.com/SeribuTujuan/status/1210523418342412288,1015800702185062401,SeribuTujuan
1210522481045295110,Fri Dec 27 11:27:04 +0000 2019,1,Urusan dkt dgn Tuhan itu urusan SPIRITual/ROHani. . Urusan mental ya urusan jiwa gak berhubungan dg rohani. Jiwa lbh dkt ke jasmani makanya ada juga dokter spesialis kesehatan jiwa. . Meskipun dkt ke Tuhan slh satu solusinya tapi HARUS DIBARENGI dgn perbaikan kesehatan mental.,1210522481045295110,,,in,,0,1,2,https://x.com/sapiganteng1405/status/1210522481045295110,342552048,sapiganteng1405
1210518707270602754,Fri Dec 27 11:12:04 +0000 2019,0,Apa Benar Musik EDM Berdampak Positif Bagi Kesehatan Mental? https://t.co/UhLUE4Yara https://t.co/ECjMywJ0TB,1210518707270602754,https://pbs.twimg.com/media/EMygWACUwAA-VD2.png,,in,"Medan Kota, Indonesia",0,0,0,https://x.com/nasyaangela1/status/1210518707270602754,849344549348618245,nasyaangela1
1210515806238339073,Fri Dec 27 11:00:33 +0000 2019,0,Yes sih Apa Benar Musik EDM Berdampak Positif Bagi Kesehatan Mental? https://t.co/TVq60M207x via @anteksiler,1210515806238339073,,,in,"Denpasar Selatan, Indonesia",0,0,0,https://x.com/ditap_/status/1210515806238339073,128773807,ditap_
1210358759580524545,Fri Dec 27 10:41:52 +0000 2019,0,@AdjieSanPutro Jmlh psikiater di indonesia cuma 600-800 org. Dibandingkan dgn jmlh pasien 1 psikiater hrs handle 300rb-400rb orang. Masyarakat jg msh awam mengenai kesehatan mental. Dipikirnya hukuman dr tuhan makanya hrs rajin2 ibadah. Tetangga jg byk yg kucilin krn dianggap aib.,1210511104432070656,,AdjieSanPutro,in,"Trier, Deutschland",0,0,0,https://x.com/indria_vitri/status/1210511104432070656,2634661900,indria_vitri
1210510693989900288,Fri Dec 27 10:40:14 +0000 2019,0,Jadi karena sebab-sebab itu kita perlu self talk selain lebih aman juga lebih fleksibel bisa dilakukan kapan aja kita butuh. Banyak bgt keuntungan self talk buat diri sendiri salah satunya untuk kesehatan mental ,1210510693989900288,,,in,under sky same as you,0,0,0,https://x.com/sabichaa/status/1210510693989900288,114338365,sabichaa
